Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Africa Eastern and Southern,AFE,Trade (% of GDP),NE.TRD.GNFS.ZS,44.8249362119739,46.4662178022745,47.8537819872049,59.4248200763606,56.7923043760341,57.8340561839181,60.351366443884,60.8634263148316,66.8260113985661,52.7427100952737,51.74461834197,55.4297878044482,52.4606899012176,50.2653259252077,55.5623957956905,58.5361627735347,56.8723924609556,..
Africa Eastern and Southern,AFE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.2945357494936,39.9491223920324,43.138315181857,44.138896043103,41.899655194195,43.3127414677204,45.1443410470872,48.078501211222,50.7187402690492,45.9589853516366,44.0131655450724,47.3269260868041,44.185397891658,41.6135193695127,47.4486104138355,49.5725626105798,44.0390303658762,..
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,139468349993.665,142140075688.035,150058483119.277,179390065404.769,207754986627.128,256907774242.77,313327532014.413,398139655913.586,466883688400.501,694360980069.456,687849196676.202,770494988148.76,826483769985.129,789801651563.294,849312422223.205,883973910898.854,799105950273.831,..
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,521.364734349786,516.932316255791,530.653167271222,616.796033062474,694.500938597172,834.86129094692,989.699738831975,1222.55049775568,1393.74848679569,1616.84319800249,1560.16299864482,1703.89639222804,1783.65436491191,1664.24917643553,1747.84054911545,1777.23501216669,1568.72431045118,..
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.372266170311928,2.53077516737987,4.36152914007262,3.18869330220589,1.76090410099629,0.694336305945734,5.63163351357613,4.41589984169561,3.60736767984597,1.48741550755546,1.72548602374723,1.78404994832039,1.98309228487231,2.49037783931944,3.74570045027359,7.94925143524016,5.22116801323998,..
Africa Western and Central,AFW,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,40.9103570828735,44.9479147177476,43.7656030067941,36.2283161296356,39.1634402239545,43.4268679991648,45.8995732278594,42.696575805776,43.5371817542774,31.0530122211694,32.3176942088724,34.6304653637129,33.2633271195327,28.471832080232,33.2720907649382,38.149429054653,39.9988261744855,..
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,11861199830.8396,13019726211.7369,15379509891.7196,15585105131.0644,15241458744.8688,18032010563.7558,19017242585.7803,23547179830.4413,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78781583529,2972.74362094736,3595.03829536404,4124.05538986272,4531.03220675893,5365.48934672897,5460.42823730592,5370.77862312929,6413.28328605026,6846.42614266044,8575.17113446213,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.389437653561628,0.0500181363468238,3.10758827031434,7.77052583431552,0.484002611818478,2.28001916938101,2.36658195679795,2.37072831904282,2.93268248162323,-0.367317209784652,2.06059845920226,2.02805963071135,1.41109078954251,1.62088661717004,2.04147163139545,6.7252027153006,4.75976421930106,2.21448953273294
Albania,ALB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-155400000,-156300000,-217400000,-407520000,-406814698.259077,-357925427.326321,-571475353.650417,-670904254.719467,-1150813004.28052,-900363040.501945,-982237928.301343,-1016226360.01795,-1218856026.94155,-1314583005.68534,-1369694859.41271,-1116775476.01529,-281700033.312899,..
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.7346920833014,30.7962585719445,34.9886697820033,35.2640615632586,33.8968627994889,34.1967461797911,36.8696756752052,35.6975187198863,34.4619700309054,25.2238259425092,25.0525380257711,27.1252966002737,25.2875354871838,26.2183538740289,28.7944313898395,26.9055648740379,22.9107180604133,..
Albania,ALB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,773092900.6,1122051223.3,1154309753.2,1180426821.7,1550382967.9,1603744698.8,2126166749.1,2517100832.6,2966604307.7,8516067178,9801181001.7,9650813200.5,9274269395.1,10477224919.8,11054752381.6,10420193315.8,11363954732.5,..
Albania,ALB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,540977914.554671,700083398.144547,836717875.539468,910729684.956035,1169850310.53175,1596261928.9261,1853023824.29106,2242665611.80661,3016116354.53989,3437126527.98196,4110301305.54485,4785182304.89553,4821429218.13325,3435540416.26304,5613909457.81758,7073859853.81833,9104536340.60311,..
Albania,ALB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1097558435.916,1508343772.56819,1771127105.66616,2068787044.40985,2591005963.89867,3220867804.41529,3853672285.64373,4364190439.64205,5867640022.66823,5436220794.65131,6070375896.83265,6856194784.28986,6926959712.33192,5636282433.58983,8016544325.38479,9033376427.47253,10320399920.5127,..
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,51.0110303565873,63.454073132628,66.4910240323437,68.5250682234387,67.0205610427628,67.0471873068205,70.8723467754672,74.2670902393052,83.2020801053931,74.809862823171,78.1942495319136,75.6940706898154,75.3821602848745,59.5206994403142,75.5903160937554,84.6980639208685,82.4936845982876,..
Albania,ALB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,46.4179181864498,38.8466090315424,41.6613464572659,42.4096379653199,41.2011323549808,40.5584891060332,40.7099919558597,43.2775128131678,49.35693230854,55.4075480872732,58.0887791110552,57.1864777351278,55.2643047805463,52.9870541605399,62.5387832384409,66.8235678368119,55.4970917710748,..
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186231205262.082,225638456572.143,247626161016.414,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1596.11822239025,1772.92869122761,1896.30020878013,1937.46411413019,2283.77299346126,2816.99384960555,3233.13339634212,3660.66104745322,4167.45169937531,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.64551113392799,0.339163189071768,4.22598834854673,1.41830192345051,4.268953958395,3.96180030257187,1.38244656662118,2.31149918514424,3.67899574741699,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322,4.04611455313434
Algeria,DZA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,21179999999.9992,28923000000.0014,30353590751.3885,-26204046336.6022,-22067518023.9626,-16905642520.7904,-16954294028.7879,-18187037296.1337,-4512873533.10143,19433089540.8216,6359214534.06637,..
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.2476846690659,23.5639069007647,29.4025185679593,32.422149775997,32.0808213874135,32.8514476424712,31.175075513314,30.3621197641824,33.5715459915764,51.6415142855742,48.2675922575805,46.4568594962626,44.6295617875004,42.9493576825015,39.1458051112848,35.0891197613498,37.724946210066,..
Algeria,DZA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,28203525381.3,25461612754.1,22747999963,23038017583.3,23769718848.8,22415754059.3,17082006705.4,5899284213,6130383257.9,5463001796.7,5706818288.8,5710491550,5492379098.5,5177878073.5,7378779146.5,7129257355.9,7315265959.9,..
Algeria,DZA,Exports of goods and services (current US$),NE.EXP.GNFS.CD,13692404114.9775,23050166016.935,20272584009.2694,20384692132.0902,26210435496.6198,35288382278.2491,47497958003.0151,56328445411.2984,63718503039.2943,33417246978.2851,38609773040.5942,45570702426.4208,39481135535.1468,25613416650.3651,43660727771.3446,69516903679.1619,58488151164.9929,..
Algeria,DZA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,11079856775.6496,11390170995.9549,12125335043.2942,14427027969.9656,16239633128.6366,21108011867.7891,24052494566.1837,24802903072.5546,32522138069.9759,56532525719.5141,55990439549.8232,56446212848.1077,50490845023.6565,40978554435.8274,43564492197.796,46015346669.8381,49682172277.5965,..
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,50.9291093379713,62.8583436360347,54.5296491177208,56.5896052814114,57.7691353044878,61.3579975707176,66.8404602203906,65.9152919677621,67.5454733939763,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,46.8370592599607,51.2023757404409,43.682914195572,..
Algeria,DZA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,44.5861441185808,56.9479339704922,48.9334048346556,50.0161718580417,48.3694948588557,53.8255017857264,61.990748353062,61.8023789619819,61.6172879024966,42.6606340094642,42.7899811540678,45.2968229485962,41.3233431383382,34.8625033857803,40.8647948623329,46.3511413740596,40.3018807020897,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,8972.69636535698,9197.66196836987,8958.42866697173,8831.26975996609,8745.16621137404,9231.37240924563,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,518000000,513000000,460000000,498000000,495000000,505000000,429000000,362000000,436000000,399000000,427000000,332000000,409000000,..,..
American Samoa,ASM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,562000000,574000000,570000000,618000000,638000000,625000000,639000000,626000000,662000000,614000000,686000000,694000000,677000000,..,..
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928,..,..
American Samoa,ASM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..,..,170.703125,204.389312977099,203.339882121807,176,203.853955375254,152.702702702703,155.439642324888,162.091503267974,161.189358372457,164.605873261206,162.968099861304,159.2,116.99196326062,..,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1240295198.78331,1432606188.69324,1548265808.05802,1764279824.29752,2366941808.94404,2900245324.49221,3161084091.11674,3459337986.88383,3957625367.21959,2896610479.73077,3000162081.11976,3218419896.9641,3155149347.80639,2891001149.3611,3324647529.381,3380612573.32922,3785067331.7625,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,18875.2883698571,21810.2487431414,23511.2951475737,26528.130158144,34063.5784034776,39021.1278101878,40829.801876968,43467.2109930745,48336.2283329823,40129.8192007698,40672.9943348258,42819.7745797624,41257.8045846483,37361.0900666982,42425.6996756291,42414.0590092117,46812.4484486309,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,568257241.756767,448869294.442756,499421933.779706,393619769.911968,538286643.669781,..
Andorra,AND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,50.0930314984867,53.1971259167545,54.0016547138375,..,57.4887353596277,51.9453561539362,66.5559850824375,59.3648620499889,..
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,6152923310.44546,9129594970.15301,8936079117.73136,15285592370.374,17812704586.4397,23552057679.4994,36970900883.8109,52381025141.4268,65266415494.2584,52761617225.9253,73690154990.7312,79450688259.3664,70897962732.0277,48501561203.5686,66505129987.7235,104399746853.401,84824654481.7249,..
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,392.725539027496,563.733795571487,533.586202412447,882.147847234303,992.698979254665,1266.21086410236,1916.46842218625,2617.05196022633,3141.0459797605,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2308.15976731274,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,248.195902412868,324.996871601321,152.561022469299,108.897436089429,98.2241436573304,43.5421067519687,22.953513851394,13.3052101780032,12.2514974459487,30.6944150806719,29.8444799015679,19.6289379701521,17.080954143438,22.271539247051,25.7542948841891,21.3552901320822,13.6441017767715,28.2404948915772
Angola,AGO,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-1710410000,795650000,-1430930000,-150093385.26,-719558880.5,681237662.030001,5137882651.4822,10689818935.61,10581250704.88,-3085195463.21077,-632867147.90334,7402606519.27953,5137394880.2235,871917831.29993,8399451648.83264,11762879500.689,4184993795.52075,6277064542.69012
Angola,AGO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,30.4931731253335,30.4511114121029,30.8936755014177,27.5565797901657,23.3007709224417,25.730579355956,27.2147092687935,24.1303058646463,17.8694205677582,17.7122552404386,26.4904004984611,26.4373618826197,26.256018224438,23.7932500575225,..
Angola,AGO,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,10673241870.4,9763465564.4,8776917205,9119036718.7,9114598189.4,9801188917.7,12238371900.2,9905180985.8,11941803690.9,57434097528.2,58745881698.6,61791490176.7,62292159789.9,65405244103.7,66019700768.5,60445747533.3,57031749205.5,..
Angola,AGO,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,8725779778.62591,9676099609.87075,13749775665.02,24225651509.9701,33245117538.7161,44319670720.5054,14838933358.413,21373167719.7176,32444713329.5102,28919814315.7895,18583150428.118,31753057845.2236,46344761973.8705,34656621950.2738,..
Angola,AGO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,7370215354.13328,8831519471.79368,10645433208.9363,15181987450.0371,16320510961.119,26207262174.5562,13320025154.0847,17134965573.2132,20293075111.1607,12080150067.4291,13399763093.6897,17769653734.8388,26412539213.2023,22211258770.9641,..
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,105.301742600149,103.901229551372,103.579947051466,106.590962129525,94.6251593320477,108.060067893978,53.3701580675988,52.2568222278462,66.3780133263399,57.8295381183036,65.9420289329872,74.4644985871074,69.6910705054094,67.0416886089289,..
Angola,AGO,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,134.342646298993,120.060090681288,108.694203263342,79.0810045636736,84.1421914750102,81.9758522280009,87.8041898465469,77.5853467744732,88.9538663343744,77.004842035123,66.5977700904182,71.1837760490799,69.6691387123407,64.8906946889872,68.9435536904654,66.166827106391,64.0851416750676,..
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,835514814.814815,900551851.851852,877514814.814815,897988888.888889,947955555.555555,1026181481.48148,1143714814.81481,1303548148.14815,1487300000,1489692592.59259,1531151851.85185,1661529629.62963,1725351851.85185,1410796296.2963,1601366666.66667,1867733333.33333,2033085185.18518,..
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,11341.9327072844,12021.463208189,11535.7742945854,11657.3487497259,12171.3773760407,13036.0075900543,14366.2912765172,16172.2513541282,18203.5151277783,16557.843174789,16924.7894487758,18273.4270684912,18884.3729680383,15360.4544160475,17340.3790692554,20117.7653310355,21787.1017315914,..
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.12128789571146,0.77177979690018,1.40279663573988,2.40765801293491,1.99353055152454,2.03007757853236,2.09875196709308,1.78778537419121,1.41605259409741,-0.489437796230499,2.43248789041363,1.20715793367008,1.43135598182984,0.625989707046719,2.06299638545334,7.53107834634288,5.06713865364213,..
Antigua and Barbuda,ATG,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,-60425901.1111111,-71441645.9620411,-91170613.7844985,-84607717.9450344,-86828233.4494885,-64761939.0503259,-114398256.236039,-258690923.178123,-427654577.547059,-35565937.3786204,-118135621.681583,-232510569.189999,-112310361.111111,-219740880.37037,-284882209.62963,-291674218.888889,-271047196.666667,..
Antigua and Barbuda,ATG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,..,..,..,..,..,..,..,1043081481.48148,988692592.592592,1037966666.66667,1194092592.59259,591277777.777778,752377777.777778,1021455555.55556,..,..
Antigua and Barbuda,ATG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,923581481.481481,970770370.37037,1132907407.40741,1180425925.92593,739748148.148148,866970370.37037,1175559259.25926,..,..
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,132.018040013227,127.973130855251,130.655152659419,137.625175755884,94.3457201737921,101.122883462968,117.630005076464,..,..
Antigua and Barbuda,ATG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,54.0983824565914,50.9687475580817,48.6601471326853,48.8870191415385,49.2639129823245,49.7962601373665,51.4988520189247,53.546161757937,52.9146776037114,36.1819614785054,37.5534274608078,43.6344911984271,42.8318432096513,36.8586167517688,38.4046959888429,45.0813820673901,42.9888529201196,..
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,665415371173.92,763411636190.425,744728537853.62,746649261275.272,830076468636.6,987316008401.59,1210020765397.36,1439471041382.97,1674641032780.09,2500823407237.94,2572203993723.9,2867348492603.59,2899029698316.63,2562783626987.73,2969239218342.03,3609805711776.49,3512421040998.19,..
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2378.95049111508,2664.16579571488,2536.711964719,2483.10723424941,2696.67230474801,3133.73687664723,3750.50855449002,4355.08762186879,4940.70226511719,5957.05983659325,6005.39012863954,6576.51663083912,6525.21184312384,5648.34111789395,6445.80726093411,7658.40646973315,7292.21040780618,..
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.66937369053699,1.85379035325277,1.77220437351017,1.83299389002049,2.71259247474352,3.63228004956625,3.49368534619531,3.54498591605033,4.74390639021648,2.6765917009819,2.17183298510006,2.45814158007532,1.09184802655856,1.61222220402456,2.96581008346283,5.08754200853911,3.64216403030709,..
Arab World,ARB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,21.8955001612782,19.9302361615849,21.5626733288566,21.0731931547648,21.3130422267412,21.5840105825352,21.5035618123866,22.701887619991,25.5329472964012,27.893057381309,27.2077389948415,26.3687273062963,27.1309732553766,25.4153154795636,24.3791007347488,24.5938577875793,25.9688034530676,..
Arab World,ARB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Exports of goods and services (current US$),NE.EXP.GNFS.CD,..,..,282706336332.68,293092103697.256,353184781782.835,468556384226.321,630535587045.161,772885134705.705,898805884506.693,953514585238.234,1091094608546.42,1297104735118.42,1250082361279.7,931631240838.963,1277009439553.84,1789823885340.48,1729357942896.45,..
